3003123,761
gd_2100000,634
3003939,619
3004262,607
gd_2100001,590
3004406,582
3004258,580
3003779,553
3004266,540
3004504,534
3004105,507
3004314,476
3004264,451
3004454,432
3003843,431
3003509,417
3003321,413
2100041,411
3003379,411
3004095,409
3004153,396
2100595,381
3004506,367
3002945,365
3004089,359
3004468,359
3003757,356
2100078,355
3003845,355
3003505,353
2100197,352
3004280,336
3003143,335
3003375,335
3003273,334
3003865,333
3004147,329
3003727,326
3003863,326
3003679,319
3004214,319
ag_2100040,315
3003145,309
2100126,306
3003033,305
3003807,301
3002989,299
3003149,299
3002179,297
3004556,296
2100042,294
3003851,292
3002319,291
3003169,291
3002949,290
3002329,289
3002665,289
2100237,288
3003715,287
3002747,285
3001749,281
3003871,281
3002393,278
3002897,278
3003191,278
3004059,278
3003283,277
3002807,276
3003559,273
3002099,271
3003129,271
2100130,270
2100141,270
3002541,270
3004093,270
3002573,268
3002567,267
3002765,267
3003417,266
3004490,262
3002581,261
3002633,261
3002995,261
3003005,260
3003037,260
3002919,259
ag_2100039,258
3002667,257
3001791,256
3004141,255
3002501,254
3002865,254
3002429,253
3003373,253
2100501,252
3002101,252
3002993,252
3004500,249
3002639,248
3004530,244
2100235,242
3001837,242
3002097,240
3002117,239
3003713,239
2100650,238
3002313,238
3002749,238
3002559,237
3002321,235
3004081,235
3001909,234
3001947,233
3003795,233
3002103,232
2100098,230
2100105,230
3002525,230
3003097,230
3004400,230
3001825,228
3003147,228
3003055,225
3003797,225
3001745,224
3002645,224
3002327,223
3003261,221
3002267,220
3002095,219
3003659,219
3001939,218
3001949,218
3002193,217
3002265,217
3001787,216
3002169,215
3001737,214
3002657,212
3002071,211
3002263,211
3002753,211
3002507,210
3002681,209
3002853,209
2100198,208
3002631,206
3001793,205
3004434,205
3001937,204
3003001,204
3001785,203
3003709,203
3003819,203
2100628,202
3001953,202
ag_2100038,202
3002907,201
3003265,201
3002661,200
2100191,198
3003841,198
3002909,196
2100013,195
3002121,195
2100678,194
3002373,193
3004161,193
2100023,191
3002043,191
3003707,191
3002231,190
3002847,190
3002613,189
3003459,189
2100330,187
3001799,187
2100094,186
3002663,186
3002901,186
3004294,186
3004376,186
2100136,185
3002849,184
3003519,184
3001795,183
3003279,181
3003711,181
3003229,180
3001783,178
3004458,178
3002493,177
3001985,175
3002547,175
3002695,174
3003537,174
3004450,174
3003255,173
3004310,171
3001951,170
3004091,170
3002579,169
3003415,169
3004210,169
2100085,168
2100012,166
2100284,166
3001769,164
3003521,159
3003591,159
3004114,159
2101058,158
3003613,158
3003409,156
3006105287,156
2100084,155
2101374,155
3002687,155
2100113,154
2101347,154
3002991,153
2100122,152
2100909,152
3003309,152
2100121,151
2100144,151
3003877,151
3004061,150
3003311,148
3003389,147
3001797,146
3002405,146
2101075,145
3001781,145
3003211,144
3003729,144
3004209,144
3002115,142
3004220,142
3004412,140
3003605,138
2100003,136
2100541,136
3002913,136
3003315,136
3002539,135
3003313,135
3003805,134
3004145,133
3003343,132
3003773,131
3002347,130
3002397,130
2100029,129
3003987,129
3002413,126
3002947,126
3004558,126
3011234351,126
3002243,124
3003745,124
3001747,121
3002627,120
3004296,120
2100017,119
2100080,119
2101199,119
3002773,119
3003787,119
3003857,119
3004256,119
99999999999999,119
2100581,118
3003499,118
3006689287,118
3007639321,118
2100393,117
3002915,117
mzgd_1,117
3003661,116
2100019,115
2100132,115
2100133,115
3002705,115
2100238,114
2101117,113
3004430,113
3002195,112
3003003,112
3003423,112
3004222,112
2100142,111
2101029,111
3003783,111
3001893,110
3004488,110
3003959,109
3002485,108
3003023,108
3003371,108
3003293,107
3003209,106
3002011,105
3003927,104
2100254,103
3003523,103
3003575,103
2100895,102
3001765,102
3003351,102
3004448,102
2101340,101
3001871,101
3002293,101
2100526,100
2101106,100
3003299,100
3004486,100
3001779,99
3003227,99
3003341,99
3004039,99
2100454,98
2100789,98
3003411,98
3003611,98
2100108,96
3003301,96
3004272,96
2100554,95
3003161,95
2100091,94
2100151,94
2100480,94
mzgd_2,94
2100439,93
3001873,93
3001979,93
3002311,93
3004079,93
2101283,92
3003487,92
3004456,92
3004133,91
3004482,91
2100265,90
3002039,90
3002435,90
3003303,90
3004312,90
3003397,89
3004484,89
3002183,88
3003443,88
3003923,88
3001899,87
3002007,87
3002049,87
3002611,87
3004226,87
2100138,86
2100363,86
3002685,86
3003347,86
2100353,85
2101264,85
3001771,85
3002199,84
3002933,84
2100429,83
3002463,83
3003517,83
2100862,82
3002595,82
3004494,82
2100088,81
2100320,81
2101248,81
3002521,81
3003021,81
3003839,81
2100143,80
3002045,80
2100969,79
3004155,79
2100127,78
3004157,78
3004480,78
3001879,77
3001945,77
3001989,77
3002223,77
3003307,77
3004127,77
2100030,76
2100131,76
3003095,76
3003317,76
3003861,76
3004394,76
3002799,75
3003457,75
3004115,75
3002625,74
3002935,74
3003339,74
2100193,73
2100533,73
3002427,73
3002459,73
3004159,73
3004492,73
2101018,72
3004298,72
3004496,72
2100000,71
2100276,71
2100345,71
3002331,71
3002439,71
3002857,71
3003291,71
3004224,71
2101322,70
3003919,70
3004151,70
ag_2100037,70
2100010,69
2100881,69
3002033,69
3002997,69
3003853,69
3003427,68
3003635,68
2100782,67
2100819,67
3002307,67
3002677,67
3002937,67
3003103,67
3003793,67
3002075,66
3002257,66
3002615,66
3002983,66
3003141,66
3003345,66
3003701,66
3003809,66
3004216,66
2100746,65
2101230,65
3002041,65
3002423,65
3002443,65
3003401,65
3003413,65
3003525,65
3002575,64
3003353,64
2101137,63
3003349,63
3004045,63
2101087,62
2100387,61
3002047,61
3004270,61
3004560,61
2101040,60
2101161,60
3002247,60
3003567,60
3004131,60
3004370,60
3004522,60
2100081,59
2100474,59
3001925,59
3002027,59
3003019,59
3003305,59
3004330,59
2100016,58
2101363,58
3001387,58
3002229,58
3002713,58
3004368,58
3003295,57
3003433,57
3004163,57
2100298,56
2101172,56
3003105,56
3004364,56
2100110,55
2100308,55
2100400,55
2100524,55
3001851,55
3002353,55
3002621,55
ag_2100224,55
3003319,54
3003475,54
3003815,54
2100255,53
2100460,53
3002259,53
3002569,53
3002889,53
3003681,53
3004143,53
2200100,52
3002483,52
3003215,52
3003529,52
3004165,52
2100876,51
2101148,51
2200030,51
3002175,51
3002679,50
3004218,50
2100153,49
2100802,49
3002509,49
3002523,49
3002805,49
3003463,49
3004199,49
2100106,48
2100124,48
2101304,48
3002545,48
3003531,48
2100095,47
2100978,47
3003199,47
2100107,46
2100406,46
2100469,46
2100838,46
2100992,46
3002535,46
3001975,45
3002339,45
3002417,45
3003195,45
3003991,45
2100417,44
3001927,44
3002369,44
2100963,43
2101000,43
2101154,43
3001773,43
3002379,43
3002653,43
3002707,43
3003217,43
3003775,43
3003799,43
3004205,43
ag_2100036,43
2100034,42
2100852,42
3002561,42
3002703,42
3003493,42
2100572,41
2100889,41
3002381,41
3003803,41
3003263,40
2101006,39
2101188,39
3002375,39
3003467,39
2100152,38
3002399,38
3003269,38
3003491,38
3003837,38
2100118,37
2101048,37
3003835,37
3003855,37
3003867,37
3004254,37
ocpatest,37
2100871,36
3003439,36
3003937,36
2100373,35
3001955,35
3002519,35
3002999,35
3003087,35
3003917,35
3004123,35
3004576,35
3001965,34
3002917,34
3003763,34
3004043,34
3004292,34
2100031,33
2101099,33
3002295,33
3002487,33
3003089,33
3003363,33
3003377,33
2100236,32
2100706,32
3002273,32
3002297,32
3002451,32
3002489,32
3004067,32
2100011,31
2100577,31
2100847,31
2100953,31
3001877,31
3002923,31
3003251,31
3003287,31
3003539,31
3003765,31
2100103,30
2100120,30
2100463,30
2100727,30
3002585,30
3003813,30
3003955,30
2100027,29
3002389,29
3002637,29
3002643,29
2100043,28
2100192,28
3002171,28
3003563,28
3004304,28
2100125,27
2100451,27
3001919,27
3002031,27
3003085,27
3003335,27
3003429,27
3004544,27
2100413,26
2100467,26
3001881,26
3002093,26
3002109,26
3002371,26
3003337,26
2100092,25
2100111,25
2100491,25
2100935,25
3002323,25
3002335,25
3002349,25
3002471,25
3003243,25
3003437,25
3003725,25
2100150,24
2100196,24
3001829,24
3001981,24
3002271,24
3002325,24
3002589,24
3003369,24
3003971,24
3004326,24
3004502,24
3004562,24
2100930,23
3001983,23
3002875,23
3003045,23
3003185,23
3003761,23
3004201,23
2100086,22
2100497,22
2100520,22
3001751,22
3002181,22
3002249,22
3002869,22
3003383,22
2100383,21
2101242,21
2200300,21
3002291,21
3002497,21
3002851,21
3003355,21
3003357,21
3003367,21
3004212,21
3004546,21
mzag_12,21
2100768,20
2101047,20
3001903,20
3002079,20
3002189,20
3002529,20
3003699,20
3003717,20
3004107,20
3004109,20
3004510,20
3009940353,20
mzag_6,20
-1,19
2100495,19
3001757,19
3002421,19
3002859,19
3003015,19
3003267,19
3003565,19
3003907,19
3004342,19
3004540,19
2100148,18
2100989,18
3001853,18
3002059,18
3002085,18
3002491,18
3002635,18
3002911,18
3002987,18
3003361,18
3003599,18
3003823,18
3003993,18
3004532,18
2100025,17
2100044,17
2100736,17
3002173,17
3002251,17
3002377,17
3002659,17
3002669,17
3003131,17
3003731,17
3003767,17
2100024,16
2100123,16
3002383,16
3002985,16
3003043,16
3003197,16
